Cod_setor,Situacao_setor,V062,V063,V064,V065,V066,V067,V068,V069,V070,V071,V072,V073,V074,V075,V076,V077,V078,V079,V080,V081,V082,V083,V084,V085,V086,V087,V088,V089,V090,V091,V092,V093,V094,V095,V096,V097,V098,V099,homens,mulheres
250110420000002,8,5,5,6,6,3,3,3,1,0,0,0,0,0,4,1,1,1,0,0,4,8,3,1,3,2,3,3,2,0,0,0,0,1,0,0,0,0,0,39,30
250110420000003,8,11,18,17,13,7,6,7,0,0,0,0,0,0,11,8,3,0,0,0,10,4,7,10,2,3,4,10,2,0,0,0,0,0,0,0,0,0,0,101,52
250110420000004,8,8,12,8,7,4,3,4,1,0,0,0,0,0,7,7,1,0,0,0,27,31,29,13,7,12,13,19,13,6,2,1,0,8,3,2,0,0,0,62,186
250110420000005,8,1,2,2,2,2,1,1,0,0,0,0,0,0,1,0,1,0,1,0,4,1,3,0,0,0,2,3,0,0,0,0,0,1,0,0,0,0,0,14,14
250110420000006,8,8,12,8,7,9,5,5,2,0,0,0,0,0,6,6,1,0,1,0,6,8,4,3,5,1,1,3,3,0,0,0,0,3,0,1,1,0,0,70,39
250110420000007,8,14,17,18,11,5,4,10,2,0,0,0,0,0,12,9,3,0,0,0,10,5,15,6,2,5,5,8,2,5,1,0,0,2,1,0,1,0,0,105,68
250110420000008,8,6,8,4,8,1,2,6,1,0,0,0,0,0,5,2,2,1,0,0,5,6,7,9,3,1,1,5,2,1,1,0,0,0,0,0,0,0,0,46,41
250115305000001,1,24,54,49,34,15,16,9,0,1,0,0,0,0,24,27,16,5,1,0,19,12,7,8,6,3,11,10,5,1,2,1,0,9,2,0,0,0,0,275,96
250115305000002,5,3,17,25,5,4,8,2,0,0,1,0,0,0,3,9,9,0,0,0,1,4,6,4,2,2,1,1,2,1,0,0,0,0,1,0,0,0,0,86,25
250115305000003,8,7,4,3,5,1,4,1,0,0,0,0,0,0,7,1,1,0,0,0,3,1,3,4,0,1,2,1,0,2,0,0,0,2,0,0,0,0,0,34,19
250115305000004,8,4,8,13,3,4,5,5,0,0,0,0,0,0,4,4,2,0,0,0,4,1,2,4,2,1,1,2,0,2,1,0,0,2,1,0,0,0,0,52,23
250115305000005,8,4,8,7,9,3,5,0,1,1,0,0,0,0,3,3,2,1,0,0,1,1,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,47,6
250120305000001,1,20,38,33,20,2,4,2,3,0,0,0,0,0,17,13,4,0,0,0,60,47,44,18,13,3,28,43,14,11,1,2,0,17,4,1,0,1,0,156,307
250120305000002,1,23,27,29,14,8,3,8,3,1,0,0,0,0,20,8,3,1,2,0,17,20,5,5,0,2,23,10,6,1,2,0,0,7,0,1,0,0,0,150,99
250120305000003,1,17,31,27,13,5,0,12,1,0,0,0,0,0,16,13,10,3,0,0,69,58,40,17,6,5,23,59,26,10,3,0,0,10,7,5,1,0,0,148,339
250120305000004,1,40,61,43,19,11,3,14,1,0,0,0,0,0,39,28,13,1,1,0,43,34,26,20,6,6,30,28,13,3,0,0,0,15,6,2,2,0,0,274,234
250120305000005,8,8,7,8,7,4,6,3,0,0,0,0,0,0,8,4,1,3,0,0,16,13,15,10,6,5,3,13,7,2,0,2,0,3,1,0,0,0,0,59,96
250120305000006,8,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,6
250120305000007,8,16,6,11,5,1,2,7,0,0,0,0,0,0,16,2,1,1,0,0,8,12,13,8,2,3,2,8,5,1,1,0,0,0,0,2,1,0,0,68,66
250120305000008,8,34,53,52,25,18,13,24,4,1,0,0,0,0,30,24,16,7,0,0,19,12,11,13,4,7,12,14,4,6,3,0,0,5,4,0,0,0,0,301,114
250120305000009,1,41,49,41,24,10,6,7,1,0,0,0,0,0,40,18,10,2,1,0,19,13,14,5,0,1,16,10,3,2,1,0,0,9,3,2,0,0,0,250,98
250130205000001,1,37,48,45,23,9,6,6,1,0,0,0,0,0,36,18,10,4,1,0,33,18,23,18,1,3,15,22,4,2,2,0,0,11,2,3,1,0,0,244,158
250130205000002,1,28,38,38,22,3,6,20,1,0,0,0,0,0,27,17,14,3,0,1,20,14,9,3,5,1,13,8,7,1,0,0,0,12,3,0,1,0,0,218,97
250130205000003,1,27,34,24,13,8,6,15,4,0,0,0,0,0,23,22,3,3,0,0,28,16,13,6,5,3,15,19,8,2,0,0,1,9,0,1,0,0,0,182,126
250130205000004,1,11,5,9,1,0,0,11,3,0,0,0,0,0,8,4,1,0,0,0,33,39,29,16,5,5,23,22,11,5,1,0,0,11,3,2,1,0,0,53,206
250130205000005,1,13,18,15,8,8,1,7,1,0,0,0,0,0,12,11,6,1,0,0,31,19,16,8,5,6,15,22,12,2,0,1,0,9,2,1,0,1,0,101,150
250130205000006,1,22,14,18,5,3,2,10,1,1,0,0,0,0,21,8,5,0,0,0,38,45,30,19,5,11,13,29,19,10,1,0,0,9,9,1,0,0,0,110,239
250130205000007,1,22,32,26,13,4,3,8,0,0,0,0,0,0,22,15,8,2,0,0,11,14,3,10,2,2,13,7,1,2,1,0,0,4,4,0,0,0,0,155,74
250130205000008,1,29,47,37,15,8,6,12,2,1,0,0,0,0,27,24,8,4,1,0,15,13,16,1,5,4,19,10,3,1,0,0,0,5,4,0,0,0,0,221,96
250130205000009,8,12,15,9,9,2,2,0,2,0,0,0,0,0,10,5,1,1,0,0,7,3,5,4,0,0,3,4,0,1,0,0,0,3,0,2,0,0,0,68,32
250130205000010,8,5,1,4,5,2,5,2,0,0,0,0,0,0,5,0,0,1,0,0,2,2,0,0,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,30,9
250130205000011,8,17,18,9,14,7,11,5,3,0,0,0,0,0,14,10,3,0,0,0,13,6,3,2,3,1,4,8,1,0,0,0,0,5,2,0,0,0,0,111,48
250130205000012,8,17,35,30,14,10,11,12,1,0,0,0,0,0,16,15,4,0,0,1,9,7,9,5,2,8,10,5,1,1,0,0,0,4,0,1,0,0,0,166,62
250130205000013,8,14,16,21,13,8,9,9,0,0,0,0,0,0,14,8,4,2,0,1,9,3,2,3,1,1,3,5,1,1,0,0,0,4,0,0,0,0,0,119,33
250130205000014,8,36,41,35,25,11,10,8,2,0,0,0,0,0,34,18,11,3,0,0,16,15,6,5,3,5,18,13,6,0,0,0,0,3,0,2,0,0,0,234,92
250130205000015,8,14,38,23,17,8,4,10,1,0,0,0,0,0,13,18,6,2,0,0,16,4,1,10,4,2,11,10,1,0,0,1,0,6,1,0,0,0,0,154,67
250130205000016,8,23,40,32,20,13,10,8,0,0,0,0,0,0,23,15,9,1,0,0,12,9,5,6,1,2,9,4,1,0,0,0,0,8,1,0,0,0,0,194,58
250130205000017,8,24,35,32,19,17,15,11,0,0,0,0,0,0,24,21,7,3,1,1,10,11,4,2,4,3,7,4,1,1,0,1,0,6,2,0,0,0,0,210,56
250130205000018,8,30,39,30,23,8,12,5,0,0,0,0,0,0,30,18,7,5,1,0,8,8,5,1,1,0,2,6,3,2,0,0,0,2,2,2,0,0,0,208,42
250130205000019,8,8,7,5,7,3,6,5,2,0,0,0,0,0,6,3,1,0,0,0,5,16,10,7,2,10,6,3,10,4,0,0,0,2,0,0,1,0,0,53,76
250130205000020,8,11,11,8,10,11,6,2,1,0,0,1,0,0,10,5,2,0,1,0,6,3,3,5,0,1,5,5,1,1,1,0,0,1,0,0,0,0,0,79,32
250130205000021,8,22,23,21,13,6,8,10,3,1,0,0,0,0,19,10,8,1,0,0,5,8,0,2,3,1,4,3,3,0,0,0,0,2,0,0,0,0,0,145,31
250130205000022,8,9,12,12,4,6,8,2,1,1,0,0,0,0,8,6,2,1,0,0,5,7,7,1,0,1,5,5,1,0,0,0,0,0,0,0,0,0,0,72,32
250130205000023,8,10,22,27,6,9,5,9,3,0,0,0,0,0,7,10,6,0,1,0,3,4,5,3,4,1,4,2,1,0,0,0,0,1,0,1,0,0,0,115,29
250130205000024,8,30,25,32,18,10,4,15,1,0,0,0,0,0,29,16,8,3,2,0,14,10,6,6,1,4,10,12,6,1,0,0,0,2,2,0,0,0,0,193,74
250130205000025,1,34,28,32,21,7,3,10,1,0,0,1,0,0,33,9,6,1,1,0,18,16,4,10,6,2,7,13,5,1,2,0,0,5,1,0,0,1,0,187,91
250130205000026,1,32,46,34,21,8,9,6,1,2,0,0,0,0,31,24,11,4,0,0,19,12,10,7,2,2,9,13,4,1,1,0,0,6,2,1,0,0,0,229,89
250130205000027,1,34,46,28,22,10,13,19,3,1,0,0,0,0,31,22,9,3,2,0,24,24,13,14,11,11,23,14,9,1,2,0,0,10,1,1,0,0,0,243,158
250130205000028,5,4,4,7,4,6,7,4,1,0,0,0,0,0,3,3,2,0,0,0,5,2,1,1,0,0,3,4,0,1,0,0,0,1,1,0,0,0,0,45,19
250130220000001,1,21,44,35,21,10,12,7,3,0,0,0,0,0,18,20,5,2,0,0,8,6,4,4,3,6,9,5,1,0,0,0,0,3,1,0,0,0,0,198,50
250130220000002,8,19,28,21,15,8,11,6,3,1,0,0,0,0,16,10,4,0,1,0,13,18,10,7,2,5,8,12,6,2,0,0,0,1,2,1,0,0,0,143,87
250130220000003,8,16,22,20,15,6,6,10,0,0,0,0,0,0,16,10,5,3,0,0,5,14,13,8,5,2,9,5,4,5,0,0,1,0,3,0,0,0,0,129,74
250130220000004,8,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0,0
250130220000005,8,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,0,0
250130220000006,1,27,31,19,12,7,8,18,1,1,0,0,0,0,26,12,2,1,1,0,20,30,21,5,6,11,9,18,11,4,0,0,1,2,4,0,0,1,0,166,143
250135105000001,1,19,25,17,13,4,4,17,2,1,0,0,0,0,17,11,3,1,1,0,48,37,38,14,3,7,29,39,14,8,1,1,1,9,3,1,0,0,0,135,253
250135105000002,1,28,47,27,14,6,7,12,2,0,0,0,0,0,26,16,6,1,1,0,24,19,15,8,5,6,13,15,10,4,0,0,1,9,1,1,0,0,0,193,131
250135105000003,8,7,12,10,12,1,7,1,1,0,0,0,0,0,6,7,2,0,0,0,1,3,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,66,7
250135105000004,8,15,25,16,14,11,12,13,2,1,0,0,0,0,13,14,2,0,0,0,3,3,4,1,0,0,0,2,1,1,0,0,0,1,1,0,0,0,0,138,17
250135105000005,1,30,55,40,26,8,8,11,1,0,0,0,0,0,29,28,5,6,0,0,13,14,8,8,2,3,13,8,7,4,0,0,0,5,2,0,0,0,0,247,87
250135105000006,1,14,16,16,4,3,6,9,0,0,0,0,0,0,14,8,5,0,0,0,12,19,8,1,4,2,11,9,5,3,0,0,0,3,1,0,0,0,0,95,78
250140105000001,1,15,11,18,12,9,6,11,0,0,0,0,0,0,15,5,3,1,2,0,13,8,8,3,3,4,7,7,4,1,1,0,0,6,1,0,0,0,0,108,66
250140105000002,1,16,20,30,7,10,7,11,0,0,0,0,0,0,16,9,6,2,1,0,27,18,15,11,7,10,10,15,11,4,0,0,0,12,0,0,0,0,0,135,140
250140105000003,1,28,24,19,16,4,8,8,1,1,0,0,0,0,27,10,6,1,0,0,9,14,7,3,6,2,8,6,5,1,0,0,0,3,2,0,0,1,0,153,67
250140105000004,1,24,45,44,25,8,4,11,2,2,0,0,0,0,22,26,10,1,0,0,24,20,21,12,2,6,10,16,12,6,1,0,0,8,2,1,0,0,0,224,141
250140105000005,1,15,22,19,11,2,3,12,1,0,0,0,0,0,14,8,3,1,0,0,13,12,10,7,0,4,1,9,2,3,1,0,0,4,6,0,0,0,0,111,72
250140105000006,7,3,4,6,8,0,0,2,2,1,0,0,0,0,1,1,1,1,0,0,5,2,2,6,4,4,1,5,2,0,0,0,0,0,0,0,0,0,0,30,31
250140105000007,7,14,27,33,22,15,20,14,2,0,0,0,0,0,12,10,9,0,0,0,11,10,14,6,8,8,3,6,4,4,0,0,0,5,1,1,0,0,0,178,81
250140105000008,7,14,11,17,3,4,4,7,1,0,0,0,0,0,13,6,4,2,0,0,22,28,28,22,12,11,5,19,14,6,4,1,0,3,3,1,0,0,0,86,179
250140105000009,7,5,8,4,8,3,6,11,2,0,0,0,0,0,3,4,2,0,0,0,19,22,21,13,10,5,1,14,12,4,4,0,0,5,2,1,0,0,0,56,133
250140105000010,7,4,8,6,7,4,6,1,0,0,0,0,0,0,4,4,1,1,0,1,3,1,1,1,0,2,1,3,0,0,0,0,0,0,1,0,0,0,0,47,13
250140105000011,7,2,6,6,5,9,3,5,0,2,0,0,0,0,2,4,0,0,1,0,0,1,1,3,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,45,11
250140105000012,7,5,10,11,6,2,2,1,0,0,0,0,0,0,5,4,1,2,0,0,0,1,2,1,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,49,10
250140105000013,7,5,6,6,4,3,3,3,1,0,0,0,0,0,4,3,2,0,0,0,1,3,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,40,11
250140105000014,7,31,42,38,25,13,7,23,3,1,0,0,0,0,28,22,13,3,1,0,20,23,21,23,8,15,2,16,11,4,1,1,0,4,3,0,0,0,0,250,152
250140105000015,8,1,2,2,1,1,2,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,13,3
250140105000016,8,2,0,2,2,3,1,3,0,0,0,0,0,0,2,0,0,0,0,0,0,3,2,0,1,1,2,0,2,0,0,0,0,0,0,0,0,0,0,15,11
250140105000017,7,5,17,17,10,7,2,7,0,0,1,0,0,0,5,12,5,2,0,0,6,9,8,1,5,1,2,5,3,1,0,0,0,1,1,0,0,0,0,90,43
250140105000018,7,0,3,1,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,2,1,2,4,0,0,1,1,0,0,0,0,0,0,0,0,0,9,16
250140105000019,7,0,2,1,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,3,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,9,15
250140105000020,7,2,1,1,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,2,2,2,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,8,10
250150005000001,1,21,39,33,25,6,1,14,0,0,0,0,0,0,21,18,4,4,0,1,27,33,37,16,12,9,18,18,11,7,0,0,0,9,4,2,1,0,0,187,204
250150005000002,1,10,14,19,13,3,4,8,1,0,0,1,0,0,9,6,4,1,0,0,25,31,31,17,9,8,10,20,13,8,4,1,1,5,3,2,1,0,1,93,190
250150005000003,1,22,40,41,24,15,9,8,2,1,0,0,1,0,20,12,13,1,1,0,23,19,11,4,5,4,11,13,5,4,0,0,0,10,6,2,0,0,0,210,117
